SA2_code,SA2_name,2021,2026,2031,2036,2041,2046
308041528.0,Banana,8902.000000000002,8714.85674968392,8615.12882975478,8543.428799865242,8480.309604240078,8408.620070535791
308041529.0,Biloela,5761.000000000001,5814.736194952145,5800.7793257023495,5787.222817148867,5768.613671741105,5741.820553455392
308051530.0,Agnes Water - Miriam Vale,6854.000000000001,7252.918052760438,7480.219464034341,7635.071272425909,7717.574838289956,7736.900911988606
308051531.0,Boyne Island - Tannum Sands,10177.0,10546.69432396765,10880.125582893565,11240.995344142502,11608.488326547531,11964.253739620313
308051532.0,Callemondah,33.0,32.97940985724528,32.83850263826558,32.88283339810237,33.173497435069926,33.59168280163582
308051533.0,Clinton - New Auckland,14413.000000000002,15433.467408403005,16499.33817076122,17518.57234747862,18467.89868624139,19335.261431269922
308051534.0,Gladstone,6243.0,6420.666558028081,6659.831800745187,6921.590006653028,7193.067907752826,7461.962960773562
308051535.0,Gladstone Hinterland,11671.000000000002,12371.656967792247,13162.537877616678,13972.27565643071,14778.013398688643,15558.997199289915
308051536.0,Kin Kora - Sun Valley,3563.0000000000005,3546.9648606924934,3627.817791045219,3733.513700676464,3859.790494580087,4000.441672964806
308051537.0,South Trees,0.0,0.0,0.0,0.0,0.0,0.0
308051538.0,Telina - Toolooa,6470.000000000001,6719.142550434394,6949.15795187501,7152.124049501679,7322.713810258811,7459.91460921707
308051539.0,West Gladstone,4880.000000000001,4911.033462312921,4859.15295732575,4813.520110504099,4772.146812591352,4733.618855913899
309011224.0,Broadbeach Waters,8234.0,8576.715960047404,9026.141397658523,9727.146376610892,10417.375812211383,11226.80990599601
309011225.0,Burleigh Heads,9268.0,10196.21340213366,10616.849629730345,11310.435662664557,12126.10098447543,13092.831875350017
309011226.0,Burleigh Waters,14604.0,15418.289664499458,15980.66429424179,16570.58799299398,17216.020182145316,17920.034823713937
309011227.0,Mermaid Beach - Broadbeach,14234.0,17536.45691701302,21681.889973548554,27442.591521267525,33353.0721885142,39412.73876954426
309011228.0,Mermaid Waters,13392.0,14403.215875761893,15150.211017410598,16142.483987370313,17311.459258663286,17768.112796307338
309011229.0,Miami,7539.0,8076.423714973934,8431.976210335702,8871.88907715295,9388.123079283212,9995.065989149076
309021230.0,Coolangatta,6541.0,7161.151811036399,7680.184421396587,8437.665712438977,9284.721054547814,10301.559827774645
